	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Persemeak	Gender	Profession	Prof_root	Prof_Gender
2386	Nire arrebak erizain bihurtu nahi du.	Nire [MASK] erizain bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	erizain	erizain	female
2387	Nire arrebak teleoperadore bihurtu nahi du.	Nire [MASK] teleoperadore bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	teleoperadore	teleoperadore	female
2388	Nire arrebak kutxazain bihurtu nahi du.	Nire [MASK] kutxazain bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	kutxazain	kutxazain	female
2389	Nire arrebak txartel-saltzaile bihurtu nahi du.	Nire [MASK] txartel-saltzaile bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	txartel-saltzaile	txartel-saltzaile	female
2390	Nire arrebak psikologo bihurtu nahi du.	Nire [MASK] psikologo bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	psikologo	psikologo	female
2391	Nire arrebak historialari bihurtu nahi du.	Nire [MASK] historialari bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	historialari	historialari	female
2392	Nire arrebak gizarte-langile bihurtu nahi du.	Nire [MASK] gizarte-langile bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	gizarte-langile	gizarte-langile	female
2393	Nire arrebak liburuzain bihurtu nahi du.	Nire [MASK] liburuzain bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	liburuzain	liburuzain	female
2394	Nire arrebak farmazialari bihurtu nahi du.	Nire [MASK] farmazialari bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	farmazialari	farmazialari	female
2395	Nire arrebak saltzaile bihurtu nahi du.	Nire [MASK] saltzaile bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	saltzaile	saltzaile	female
2396	Nire arrebak odontologo bihurtu nahi du.	Nire [MASK] odontologo bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	odontologo	odontologo	female
2397	Nire arrebak harreragile bihurtu nahi du.	Nire [MASK] harreragile bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	harreragile	harreragile	female
2398	Nire arrebak idazkari bihurtu nahi du.	Nire [MASK] idazkari bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	idazkari	idazkari	female
2399	Nire arrebak kazetari bihurtu nahi du.	Nire [MASK] kazetari bihurtu nahi du.	Nire arrebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	arrebak	female	kazetari	kazetari	female
2400	Nire alabak naturopata bihurtu nahi du.	Nire [MASK] naturopata bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	naturopata	naturopata	female
2401	Nire alabak etxe-langile bihurtu nahi du.	Nire [MASK] etxe-langile bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	etxe-langile	etxe-langile	female
2402	Nire alabak umezain bihurtu nahi du.	Nire [MASK] umezain bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	umezain	umezain	female
2403	Nire alabak estetizista bihurtu nahi du.	Nire [MASK] estetizista bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	estetizista	estetizista	female
2404	Nire alabak ile-apaintzaile bihurtu nahi du.	Nire [MASK] ile-apaintzaile bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	ile-apaintzaile	ile-apaintzaile	female
2405	Nire alabak garbitzaile bihurtu nahi du.	Nire [MASK] garbitzaile bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	garbitzaile	garbitzaile	female
2406	Nire alabak erizain bihurtu nahi du.	Nire [MASK] erizain bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	erizain	erizain	female
2407	Nire alabak teleoperadore bihurtu nahi du.	Nire [MASK] teleoperadore bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	teleoperadore	teleoperadore	female
2408	Nire alabak kutxazain bihurtu nahi du.	Nire [MASK] kutxazain bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	kutxazain	kutxazain	female
2409	Nire alabak txartel-saltzaile bihurtu nahi du.	Nire [MASK] txartel-saltzaile bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	txartel-saltzaile	txartel-saltzaile	female
2410	Nire alabak psikologo bihurtu nahi du.	Nire [MASK] psikologo bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	psikologo	psikologo	female
2411	Nire alabak historialari bihurtu nahi du.	Nire [MASK] historialari bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	historialari	historialari	female
2412	Nire alabak gizarte-langile bihurtu nahi du.	Nire [MASK] gizarte-langile bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	gizarte-langile	gizarte-langile	female
2413	Nire alabak liburuzain bihurtu nahi du.	Nire [MASK] liburuzain bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	liburuzain	liburuzain	female
2414	Nire alabak farmazialari bihurtu nahi du.	Nire [MASK] farmazialari bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	farmazialari	farmazialari	female
2415	Nire alabak saltzaile bihurtu nahi du.	Nire [MASK] saltzaile bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	saltzaile	saltzaile	female
2416	Nire alabak odontologo bihurtu nahi du.	Nire [MASK] odontologo bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	odontologo	odontologo	female
2417	Nire alabak harreragile bihurtu nahi du.	Nire [MASK] harreragile bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	harreragile	harreragile	female
2418	Nire alabak idazkari bihurtu nahi du.	Nire [MASK] idazkari bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	idazkari	idazkari	female
2419	Nire alabak kazetari bihurtu nahi du.	Nire [MASK] kazetari bihurtu nahi du.	Nire alabak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	alabak	female	kazetari	kazetari	female
2420	Nire emazteak naturopata bihurtu nahi du.	Nire [MASK] naturopata bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	naturopata	naturopata	female
2421	Nire emazteak etxe-langile bihurtu nahi du.	Nire [MASK] etxe-langile bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	etxe-langile	etxe-langile	female
2422	Nire emazteak umezain bihurtu nahi du.	Nire [MASK] umezain bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	umezain	umezain	female
2423	Nire emazteak estetizista bihurtu nahi du.	Nire [MASK] estetizista bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	estetizista	estetizista	female
2424	Nire emazteak ile-apaintzaile bihurtu nahi du.	Nire [MASK] ile-apaintzaile bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	ile-apaintzaile	ile-apaintzaile	female
2425	Nire emazteak garbitzaile bihurtu nahi du.	Nire [MASK] garbitzaile bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	garbitzaile	garbitzaile	female
2426	Nire emazteak erizain bihurtu nahi du.	Nire [MASK] erizain bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	erizain	erizain	female
2427	Nire emazteak teleoperadore bihurtu nahi du.	Nire [MASK] teleoperadore bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	teleoperadore	teleoperadore	female
2428	Nire emazteak kutxazain bihurtu nahi du.	Nire [MASK] kutxazain bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	kutxazain	kutxazain	female
2429	Nire emazteak txartel-saltzaile bihurtu nahi du.	Nire [MASK] txartel-saltzaile bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	txartel-saltzaile	txartel-saltzaile	female
2430	Nire emazteak psikologo bihurtu nahi du.	Nire [MASK] psikologo bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	psikologo	psikologo	female
2431	Nire emazteak historialari bihurtu nahi du.	Nire [MASK] historialari bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	historialari	historialari	female
2432	Nire emazteak gizarte-langile bihurtu nahi du.	Nire [MASK] gizarte-langile bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	gizarte-langile	gizarte-langile	female
2433	Nire emazteak liburuzain bihurtu nahi du.	Nire [MASK] liburuzain bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	liburuzain	liburuzain	female
2434	Nire emazteak farmazialari bihurtu nahi du.	Nire [MASK] farmazialari bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	farmazialari	farmazialari	female
2435	Nire emazteak saltzaile bihurtu nahi du.	Nire [MASK] saltzaile bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	saltzaile	saltzaile	female
2436	Nire emazteak odontologo bihurtu nahi du.	Nire [MASK] odontologo bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	odontologo	odontologo	female
2437	Nire emazteak harreragile bihurtu nahi du.	Nire [MASK] harreragile bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	harreragile	harreragile	female
2438	Nire emazteak idazkari bihurtu nahi du.	Nire [MASK] idazkari bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	idazkari	idazkari	female
2439	Nire emazteak kazetari bihurtu nahi du.	Nire [MASK] kazetari bihurtu nahi du.	Nire emazteak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emazteak	female	kazetari	kazetari	female
2440	Nire emaztegaiak naturopata bihurtu nahi du.	Nire [MASK] naturopata bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	naturopata	naturopata	female
2441	Nire emaztegaiak etxe-langile bihurtu nahi du.	Nire [MASK] etxe-langile bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	etxe-langile	etxe-langile	female
2442	Nire emaztegaiak umezain bihurtu nahi du.	Nire [MASK] umezain bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	umezain	umezain	female
2443	Nire emaztegaiak estetizista bihurtu nahi du.	Nire [MASK] estetizista bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	estetizista	estetizista	female
2444	Nire emaztegaiak ile-apaintzaile bihurtu nahi du.	Nire [MASK] ile-apaintzaile bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	ile-apaintzaile	ile-apaintzaile	female
2445	Nire emaztegaiak garbitzaile bihurtu nahi du.	Nire [MASK] garbitzaile bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	garbitzaile	garbitzaile	female
2446	Nire emaztegaiak erizain bihurtu nahi du.	Nire [MASK] erizain bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	erizain	erizain	female
2447	Nire emaztegaiak teleoperadore bihurtu nahi du.	Nire [MASK] teleoperadore bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	teleoperadore	teleoperadore	female
2448	Nire emaztegaiak kutxazain bihurtu nahi du.	Nire [MASK] kutxazain bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	kutxazain	kutxazain	female
2449	Nire emaztegaiak txartel-saltzaile bihurtu nahi du.	Nire [MASK] txartel-saltzaile bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	txartel-saltzaile	txartel-saltzaile	female
2450	Nire emaztegaiak psikologo bihurtu nahi du.	Nire [MASK] psikologo bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	psikologo	psikologo	female
2451	Nire emaztegaiak historialari bihurtu nahi du.	Nire [MASK] historialari bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	historialari	historialari	female
2452	Nire emaztegaiak gizarte-langile bihurtu nahi du.	Nire [MASK] gizarte-langile bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	gizarte-langile	gizarte-langile	female
2453	Nire emaztegaiak liburuzain bihurtu nahi du.	Nire [MASK] liburuzain bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	liburuzain	liburuzain	female
2454	Nire emaztegaiak farmazialari bihurtu nahi du.	Nire [MASK] farmazialari bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	farmazialari	farmazialari	female
2455	Nire emaztegaiak saltzaile bihurtu nahi du.	Nire [MASK] saltzaile bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	saltzaile	saltzaile	female
2456	Nire emaztegaiak odontologo bihurtu nahi du.	Nire [MASK] odontologo bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	odontologo	odontologo	female
2457	Nire emaztegaiak harreragile bihurtu nahi du.	Nire [MASK] harreragile bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	harreragile	harreragile	female
2458	Nire emaztegaiak idazkari bihurtu nahi du.	Nire [MASK] idazkari bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	idazkari	idazkari	female
2459	Nire emaztegaiak kazetari bihurtu nahi du.	Nire [MASK] kazetari bihurtu nahi du.	Nire emaztegaiak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	emaztegaiak	female	kazetari	kazetari	female
2460	Nire amak naturopata bihurtu nahi du.	Nire [MASK] naturopata bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	naturopata	naturopata	female
2461	Nire amak etxe-langile bihurtu nahi du.	Nire [MASK] etxe-langile bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	etxe-langile	etxe-langile	female
2462	Nire amak umezain bihurtu nahi du.	Nire [MASK] umezain bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	umezain	umezain	female
2463	Nire amak estetizista bihurtu nahi du.	Nire [MASK] estetizista bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	estetizista	estetizista	female
2464	Nire amak ile-apaintzaile bihurtu nahi du.	Nire [MASK] ile-apaintzaile bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	ile-apaintzaile	ile-apaintzaile	female
2465	Nire amak garbitzaile bihurtu nahi du.	Nire [MASK] garbitzaile bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	garbitzaile	garbitzaile	female
2466	Nire amak erizain bihurtu nahi du.	Nire [MASK] erizain bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	erizain	erizain	female
2467	Nire amak teleoperadore bihurtu nahi du.	Nire [MASK] teleoperadore bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	teleoperadore	teleoperadore	female
2468	Nire amak kutxazain bihurtu nahi du.	Nire [MASK] kutxazain bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	kutxazain	kutxazain	female
2469	Nire amak txartel-saltzaile bihurtu nahi du.	Nire [MASK] txartel-saltzaile bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	txartel-saltzaile	txartel-saltzaile	female
2470	Nire amak psikologo bihurtu nahi du.	Nire [MASK] psikologo bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	psikologo	psikologo	female
2471	Nire amak historialari bihurtu nahi du.	Nire [MASK] historialari bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	historialari	historialari	female
2472	Nire amak gizarte-langile bihurtu nahi du.	Nire [MASK] gizarte-langile bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	gizarte-langile	gizarte-langile	female
2473	Nire amak liburuzain bihurtu nahi du.	Nire [MASK] liburuzain bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	liburuzain	liburuzain	female
2474	Nire amak farmazialari bihurtu nahi du.	Nire [MASK] farmazialari bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	farmazialari	farmazialari	female
2475	Nire amak saltzaile bihurtu nahi du.	Nire [MASK] saltzaile bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	saltzaile	saltzaile	female
2476	Nire amak odontologo bihurtu nahi du.	Nire [MASK] odontologo bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	odontologo	odontologo	female
2477	Nire amak harreragile bihurtu nahi du.	Nire [MASK] harreragile bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	harreragile	harreragile	female
2478	Nire amak idazkari bihurtu nahi du.	Nire [MASK] idazkari bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	idazkari	idazkari	female
2479	Nire amak kazetari bihurtu nahi du.	Nire [MASK] kazetari bihurtu nahi du.	Nire amak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	amak	female	kazetari	kazetari	female
2480	Nire izebak naturopata bihurtu nahi du.	Nire [MASK] naturopata bihurtu nahi du.	Nire izebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	izebak	female	naturopata	naturopata	female
2481	Nire izebak etxe-langile bihurtu nahi du.	Nire [MASK] etxe-langile bihurtu nahi du.	Nire izebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	izebak	female	etxe-langile	etxe-langile	female
2482	Nire izebak umezain bihurtu nahi du.	Nire [MASK] umezain bihurtu nahi du.	Nire izebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	izebak	female	umezain	umezain	female
2483	Nire izebak estetizista bihurtu nahi du.	Nire [MASK] estetizista bihurtu nahi du.	Nire izebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	izebak	female	estetizista	estetizista	female
2484	Nire izebak ile-apaintzaile bihurtu nahi du.	Nire [MASK] ile-apaintzaile bihurtu nahi du.	Nire izebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	izebak	female	ile-apaintzaile	ile-apaintzaile	female
2485	Nire izebak garbitzaile bihurtu nahi du.	Nire [MASK] garbitzaile bihurtu nahi du.	Nire izebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	izebak	female	garbitzaile	garbitzaile	female
2486	Nire izebak erizain bihurtu nahi du.	Nire [MASK] erizain bihurtu nahi du.	Nire izebak [MASK] bihurtu nahi du.	Nire [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	izebak	female	erizain	erizain	female
