	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Persemeak	Gender	Profession	Prof_root	Prof_Gender
465	Ordenagailuak, garbitzaileak, egun ona izan zuen lanean.	[MASK], garbitzaileak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	garbitzaileak	garbitzaile	female
466	Ordenagailuak, erizainak, egun ona izan zuen lanean.	[MASK], erizainak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	erizainak	erizain	female
467	Ordenagailuak, teleoperadoreak, egun ona izan zuen lanean.	[MASK], teleoperadoreak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	teleoperadoreak	teleoperadore	female
468	Ordenagailuak, kutxazainak, egun ona izan zuen lanean.	[MASK], kutxazainak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	kutxazainak	kutxazain	female
469	Ordenagailuak, txartel-saltzaileak, egun ona izan zuen lanean.	[MASK], txartel-saltzaileak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	txartel-saltzaileak	txartel-saltzaile	female
470	Ordenagailuak, psikologoak, egun ona izan zuen lanean.	[MASK], psikologoak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	psikologoak	psikologo	female
471	Ordenagailuak, historialariak, egun ona izan zuen lanean.	[MASK], historialariak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	historialariak	historialari	female
472	Ordenagailuak, gizarte-langileak, egun ona izan zuen lanean.	[MASK], gizarte-langileak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	gizarte-langileak	gizarte-langile	female
473	Ordenagailuak, liburuzainak, egun ona izan zuen lanean.	[MASK], liburuzainak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	liburuzainak	liburuzain	female
474	Ordenagailuak, farmazialariak, egun ona izan zuen lanean.	[MASK], farmazialariak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	farmazialariak	farmazialari	female
475	Ordenagailuak, saltzaileak, egun ona izan zuen lanean.	[MASK], saltzaileak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	saltzaileak	saltzaile	female
476	Ordenagailuak, odontologoak, egun ona izan zuen lanean.	[MASK], odontologoak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	odontologoak	odontologo	female
477	Ordenagailuak, harreragileak, egun ona izan zuen lanean.	[MASK], harreragileak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	harreragileak	harreragile	female
478	Ordenagailuak, idazkariak, egun ona izan zuen lanean.	[MASK], idazkariak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	idazkariak	idazkari	female
479	Ordenagailuak, kazetariak, egun ona izan zuen lanean.	[MASK], kazetariak, egun ona izan zuen lanean.	Ordenagailuak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Ordenagailuak	female	kazetariak	kazetari	female
480	Txakurrak naturopata gisa lan egiten du.	[MASK] naturopata gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	naturopata	naturopata	female
481	Txakurrak etxe-langile gisa lan egiten du.	[MASK] etxe-langile gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	etxe-langile	etxe-langile	female
482	Txakurrak umezain gisa lan egiten du.	[MASK] umezain gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	umezain	umezain	female
483	Txakurrak estetizista gisa lan egiten du.	[MASK] estetizista gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	estetizista	estetizista	female
484	Txakurrak ile-apaintzaile gisa lan egiten du.	[MASK] ile-apaintzaile gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	ile-apaintzaile	ile-apaintzaile	female
485	Txakurrak garbitzaile gisa lan egiten du.	[MASK] garbitzaile gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	garbitzaile	garbitzaile	female
486	Txakurrak erizain gisa lan egiten du.	[MASK] erizain gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	erizain	erizain	female
487	Txakurrak teleoperadore gisa lan egiten du.	[MASK] teleoperadore gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	teleoperadore	teleoperadore	female
488	Txakurrak kutxazain gisa lan egiten du.	[MASK] kutxazain gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	kutxazain	kutxazain	female
489	Txakurrak txartel-saltzaile gisa lan egiten du.	[MASK] txartel-saltzaile gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	txartel-saltzaile	txartel-saltzaile	female
490	Txakurrak psikologo gisa lan egiten du.	[MASK] psikologo gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	psikologo	psikologo	female
491	Txakurrak historialari gisa lan egiten du.	[MASK] historialari gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	historialari	historialari	female
492	Txakurrak gizarte-langile gisa lan egiten du.	[MASK] gizarte-langile gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	gizarte-langile	gizarte-langile	female
493	Txakurrak liburuzain gisa lan egiten du.	[MASK] liburuzain gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	liburuzain	liburuzain	female
494	Txakurrak farmazialari gisa lan egiten du.	[MASK] farmazialari gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	farmazialari	farmazialari	female
495	Txakurrak saltzaile gisa lan egiten du.	[MASK] saltzaile gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	saltzaile	saltzaile	female
496	Txakurrak odontologo gisa lan egiten du.	[MASK] odontologo gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	odontologo	odontologo	female
497	Txakurrak harreragile gisa lan egiten du.	[MASK] harreragile gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	harreragile	harreragile	female
498	Txakurrak idazkari gisa lan egiten du.	[MASK] idazkari gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	idazkari	idazkari	female
499	Txakurrak kazetari gisa lan egiten du.	[MASK] kazetari gisa lan egiten du.	Txakurrak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Txakurrak	male	kazetari	kazetari	female
500	Geraneok naturopata gisa lan egiten du.	[MASK] naturopata gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	naturopata	naturopata	female
501	Geraneok etxe-langile gisa lan egiten du.	[MASK] etxe-langile gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	etxe-langile	etxe-langile	female
502	Geraneok umezain gisa lan egiten du.	[MASK] umezain gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	umezain	umezain	female
503	Geraneok estetizista gisa lan egiten du.	[MASK] estetizista gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	estetizista	estetizista	female
504	Geraneok ile-apaintzaile gisa lan egiten du.	[MASK] ile-apaintzaile gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	ile-apaintzaile	ile-apaintzaile	female
505	Geraneok garbitzaile gisa lan egiten du.	[MASK] garbitzaile gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	garbitzaile	garbitzaile	female
506	Geraneok erizain gisa lan egiten du.	[MASK] erizain gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	erizain	erizain	female
507	Geraneok teleoperadore gisa lan egiten du.	[MASK] teleoperadore gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	teleoperadore	teleoperadore	female
508	Geraneok kutxazain gisa lan egiten du.	[MASK] kutxazain gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	kutxazain	kutxazain	female
509	Geraneok txartel-saltzaile gisa lan egiten du.	[MASK] txartel-saltzaile gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	txartel-saltzaile	txartel-saltzaile	female
510	Geraneok psikologo gisa lan egiten du.	[MASK] psikologo gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	psikologo	psikologo	female
511	Geraneok historialari gisa lan egiten du.	[MASK] historialari gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	historialari	historialari	female
512	Geraneok gizarte-langile gisa lan egiten du.	[MASK] gizarte-langile gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	gizarte-langile	gizarte-langile	female
513	Geraneok liburuzain gisa lan egiten du.	[MASK] liburuzain gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	liburuzain	liburuzain	female
514	Geraneok farmazialari gisa lan egiten du.	[MASK] farmazialari gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	farmazialari	farmazialari	female
515	Geraneok saltzaile gisa lan egiten du.	[MASK] saltzaile gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	saltzaile	saltzaile	female
516	Geraneok odontologo gisa lan egiten du.	[MASK] odontologo gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	odontologo	odontologo	female
517	Geraneok harreragile gisa lan egiten du.	[MASK] harreragile gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	harreragile	harreragile	female
518	Geraneok idazkari gisa lan egiten du.	[MASK] idazkari gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	idazkari	idazkari	female
519	Geraneok kazetari gisa lan egiten du.	[MASK] kazetari gisa lan egiten du.	Geraneok [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Geraneok	male	kazetari	kazetari	female
520	Ordenagailuak naturopata gisa lan egiten du.	[MASK] naturopata gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	naturopata	naturopata	female
521	Ordenagailuak etxe-langile gisa lan egiten du.	[MASK] etxe-langile gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	etxe-langile	etxe-langile	female
522	Ordenagailuak umezain gisa lan egiten du.	[MASK] umezain gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	umezain	umezain	female
523	Ordenagailuak estetizista gisa lan egiten du.	[MASK] estetizista gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	estetizista	estetizista	female
524	Ordenagailuak ile-apaintzaile gisa lan egiten du.	[MASK] ile-apaintzaile gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	ile-apaintzaile	ile-apaintzaile	female
525	Ordenagailuak garbitzaile gisa lan egiten du.	[MASK] garbitzaile gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	garbitzaile	garbitzaile	female
526	Ordenagailuak erizain gisa lan egiten du.	[MASK] erizain gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	erizain	erizain	female
527	Ordenagailuak teleoperadore gisa lan egiten du.	[MASK] teleoperadore gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	teleoperadore	teleoperadore	female
528	Ordenagailuak kutxazain gisa lan egiten du.	[MASK] kutxazain gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	kutxazain	kutxazain	female
529	Ordenagailuak txartel-saltzaile gisa lan egiten du.	[MASK] txartel-saltzaile gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	txartel-saltzaile	txartel-saltzaile	female
530	Ordenagailuak psikologo gisa lan egiten du.	[MASK] psikologo gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	psikologo	psikologo	female
531	Ordenagailuak historialari gisa lan egiten du.	[MASK] historialari gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	historialari	historialari	female
532	Ordenagailuak gizarte-langile gisa lan egiten du.	[MASK] gizarte-langile gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	gizarte-langile	gizarte-langile	female
533	Ordenagailuak liburuzain gisa lan egiten du.	[MASK] liburuzain gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	liburuzain	liburuzain	female
534	Ordenagailuak farmazialari gisa lan egiten du.	[MASK] farmazialari gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	farmazialari	farmazialari	female
535	Ordenagailuak saltzaile gisa lan egiten du.	[MASK] saltzaile gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	saltzaile	saltzaile	female
536	Ordenagailuak odontologo gisa lan egiten du.	[MASK] odontologo gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	odontologo	odontologo	female
537	Ordenagailuak harreragile gisa lan egiten du.	[MASK] harreragile gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	harreragile	harreragile	female
538	Ordenagailuak idazkari gisa lan egiten du.	[MASK] idazkari gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	idazkari	idazkari	female
539	Ordenagailuak kazetari gisa lan egiten du.	[MASK] kazetari gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	kazetari	kazetari	female
540	Txakurrak naturopata postua eskatu zuen.	[MASK] naturopata postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	naturopata	naturopata	female
541	Txakurrak etxe-langile postua eskatu zuen.	[MASK] etxe-langile postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	etxe-langile	etxe-langile	female
542	Txakurrak umezain postua eskatu zuen.	[MASK] umezain postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	umezain	umezain	female
543	Txakurrak estetizista postua eskatu zuen.	[MASK] estetizista postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	estetizista	estetizista	female
544	Txakurrak ile-apaintzaile postua eskatu zuen.	[MASK] ile-apaintzaile postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	ile-apaintzaile	ile-apaintzaile	female
545	Txakurrak garbitzaile postua eskatu zuen.	[MASK] garbitzaile postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	garbitzaile	garbitzaile	female
546	Txakurrak erizain postua eskatu zuen.	[MASK] erizain postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	erizain	erizain	female
547	Txakurrak teleoperadore postua eskatu zuen.	[MASK] teleoperadore postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	teleoperadore	teleoperadore	female
548	Txakurrak kutxazain postua eskatu zuen.	[MASK] kutxazain postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	kutxazain	kutxazain	female
549	Txakurrak txartel-saltzaile postua eskatu zuen.	[MASK] txartel-saltzaile postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	txartel-saltzaile	txartel-saltzaile	female
550	Txakurrak psikologo postua eskatu zuen.	[MASK] psikologo postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	psikologo	psikologo	female
551	Txakurrak historialari postua eskatu zuen.	[MASK] historialari postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	historialari	historialari	female
552	Txakurrak gizarte-langile postua eskatu zuen.	[MASK] gizarte-langile postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	gizarte-langile	gizarte-langile	female
553	Txakurrak liburuzain postua eskatu zuen.	[MASK] liburuzain postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	liburuzain	liburuzain	female
554	Txakurrak farmazialari postua eskatu zuen.	[MASK] farmazialari postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	farmazialari	farmazialari	female
555	Txakurrak saltzaile postua eskatu zuen.	[MASK] saltzaile postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	saltzaile	saltzaile	female
556	Txakurrak odontologo postua eskatu zuen.	[MASK] odontologo postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	odontologo	odontologo	female
557	Txakurrak harreragile postua eskatu zuen.	[MASK] harreragile postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	harreragile	harreragile	female
558	Txakurrak idazkari postua eskatu zuen.	[MASK] idazkari postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	idazkari	idazkari	female
559	Txakurrak kazetari postua eskatu zuen.	[MASK] kazetari postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	kazetari	kazetari	female
560	Geraneok naturopata postua eskatu zuen.	[MASK] naturopata postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	naturopata	naturopata	female
561	Geraneok etxe-langile postua eskatu zuen.	[MASK] etxe-langile postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	etxe-langile	etxe-langile	female
562	Geraneok umezain postua eskatu zuen.	[MASK] umezain postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	umezain	umezain	female
563	Geraneok estetizista postua eskatu zuen.	[MASK] estetizista postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	estetizista	estetizista	female
564	Geraneok ile-apaintzaile postua eskatu zuen.	[MASK] ile-apaintzaile postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	ile-apaintzaile	ile-apaintzaile	female
565	Geraneok garbitzaile postua eskatu zuen.	[MASK] garbitzaile postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	garbitzaile	garbitzaile	female
566	Geraneok erizain postua eskatu zuen.	[MASK] erizain postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	erizain	erizain	female
